1,65.4266906979693
2,105.709679693148
3,142.049024262964
4,173.655491153768
5,200.748774070144
6,224.04242368053
7,244.326237811819
8,262.291223057805
9,278.484872249239
10,293.321573068613
11,307.109366923465
12,320.076519631083
13,332.392849352601
14,344.185547614497
15,355.550625861466
16,366.561183890227
17,377.273415051654
18,387.73098774131
19,397.968247308389
20,408.012554700769
21,417.885993336418
22,427.606616236103
23,437.18936146625
24,446.646730321626
25,455.989296755534
26,465.226096764022
27,474.364931626731
28,483.412608160613
29,492.375131609468
30,501.257861711932
31,510.065639201368
32,518.802887944943
33,527.473696696332
34,536.081883699979
35,544.631046925814
36,553.124602391638
37,561.565812765127
38,569.957808187989
39,578.303601016604
40,586.606095925919
41,594.868096582764
42,603.092309868584
43,611.281348426732
44,619.437732130268
45,627.563888914631
46,635.662155295486
47,643.734776793613
48,651.783908413072
49,659.811615262704
50,667.81987337057
51,675.810570713075
52,683.785508462051
53,691.746402441433
54,699.694884778378
55,707.632505730069
56,715.560735665788
57,723.480967183487
58,731.394517340236
59,739.302629976609
60,747.206478115698
61,755.107166418419
62,763.005733677592
63,770.903155334344
64,778.800346001509
65,786.698161979901
66,794.597403754604
67,802.498818459872
68,810.403102302639
69,818.310902936045
70,826.222821775805
71,834.139416253676
72,842.061202003382
73,849.988654975692
74,857.922213480222
75,865.862280152515
76,873.809223845682
77,881.763381446528
78,889.725059616618
79,897.694536459108
80,905.672063112572
81,913.657865273216
82,921.652144647104
83,929.655080334174
84,937.666830145877
85,945.687531858375
86,953.717304403292
87,961.756248998029
88,969.804450217689
89,977.86197701069
90,985.928883660149
91,994.005210693116
92,1002.09098573975
93,1010.18622434458
94,1018.2909307318
95,1026.40509852687
96,1034.52871143626
97,1042.66174388753
98,1050.8041616316
99,1058.95592230929
100,1067.11697598388
