Author,Date,Atwood/ Original Reference,Alternate Ref / Link,Source,Latitude,Longitude,C Stock (Mg km-2),Depth (m),TOC %,TC%,TOC (Non %),Units,Dry Bulk Density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000142",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,76.192,133.1165,0.725033503,0.7,1.36,,,,0.761589814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000187",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.60826003,0.69,1.04,,,,0.847631034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000186",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.547721612,0.64,0.99,,,,0.864459614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000140",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,76.192,133.1165,0.626933869,0.6,1.38,,,,0.757166509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000185",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.498775342,0.59,0.97,,,,0.871527769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000184",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.473273386,0.54,1.03,,,,0.850905045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000138",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,76.192,133.1165,0.538214415,0.5,1.45,,,,0.74236471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000183",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.414237149,0.49,0.97,,,,0.871527769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000182",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.355594943,0.44,0.9,,,,0.897967028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000136",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,76.192,133.1165,0.417955913,0.4,1.38,,,,0.757166509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000181",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.289207093,0.34,0.98,,,,0.867968466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000134",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,76.192,133.1165,0.314830139,0.3,1.39,,,,0.754988343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000180",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.239033847,0.29,0.93,,,,0.886295318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000179",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.179344588,0.24,0.79,,,,0.945910273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000132",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,76.192,133.1165,0.213496179,0.2,1.43,,,,0.746490135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000178",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.129746189,0.19,0.68,,,,1.004227466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000177",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.094755002,0.14,0.67,,,,1.010181254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000130",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,76.192,133.1165,0.09558877,0.1,1.19,,,,0.803266978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000176",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.066741278,0.09,0.78,,,,0.950730453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000175",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,75.501,115.545,0.029433646,0.04,0.77,,,,0.955637871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Müller-Lupp,2000,"Müller-Lupp, T et al. (2000): Changes in the deposition of terrestrial organic matter on the Laptev Sea shelf during the Holocene: evidence from stable carbon isotopes. International Journal of Earth Sciences, 89(3), 563-568, https://doi.org/10.1007/s005310000128",https://doi.pangaea.de/10.1594/PANGAEA.712058,Pangaea,76.192,133.1165,0.096070728,0.1,1.2,,,,0.800589398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499857",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,67.5833,-134.0667,0.152898116,0.1,2.6,,,,0.588069676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499858",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,68.3667,-134.1333,0.098929508,0.1,1.26,,,,0.785154825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499859",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,68.8667,-137.2,0.062061658,0.1,0.58,,,,1.070028591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499860",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.0833,-137.7667,0.120108364,0.1,1.74,,,,0.690277951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499861",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.2667,-133.65,0.122580652,0.1,1.8,,,,0.681003622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499862",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.3167,-135.6167,0.09364456,0.1,1.15,,,,0.814300522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499863",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.3833,-138.1333,0.117180609,0.1,1.67,,,,0.701680293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499864",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.7833,-133.35,0.162930637,0.1,2.89,,,,0.56377383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499865",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.8167,-136.25,0.121348688,0.1,1.77,,,,0.685585807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499866",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.8333,-141.4833,0.072429414,0.1,0.75,,,,0.965725518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499867",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.8667,-142.2167,0.064599708,0.1,0.62,,,,1.041930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499868",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.8667,-133.3,0.116758394,0.1,1.66,,,,0.703363819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499869",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.8833,-133.4167,0.144252472,0.1,2.36,,,,0.61123929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499870",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,69.9333,-138.5667,0.113773947,0.1,1.59,,,,0.715559413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499871",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70,-141.55,0.09558877,0.1,1.19,,,,0.803266978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499872",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70,-130.95,0.112911673,0.1,1.57,,,,0.719182631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499873",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.0167,-134.3667,0.114631903,0.1,1.61,,,,0.711999399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499874",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.0167,-133.4333,0.112911673,0.1,1.57,,,,0.719182631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499875",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.0833,-147.9667,0.053282412,0.1,0.45,,,,1.184053589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499876",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.0833,-144.1,0.036518263,0.1,0.24,,,,1.521594277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499879",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.1667,-146.05,0.076978436,0.1,0.83,,,,0.92745104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499881",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.1833,-136.4667,0.117601816,0.1,1.68,,,,0.700010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499882",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.2167,-146.2,0.037425283,0.1,0.25,,,,1.497011332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499884",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.2333,-142.55,0.098929508,0.1,1.26,,,,0.785154825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499885",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.2833,-147.1,0.099870297,0.1,1.28,,,,0.780236699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499887",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.3,-147.0333,0.099870297,0.1,1.28,,,,0.780236699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499888",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.3167,-147.6667,0.074156975,0.1,0.78,,,,0.950730453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499889",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.35,-148.3833,0.045812928,0.1,0.35,,,,1.30894079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499890",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.35,-147.5167,0.082956991,0.1,0.94,,,,0.882521182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499894",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.4167,-148.0667,0.150767667,0.1,2.54,,,,0.593573493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499895",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.4333,-148.3,0.09117592,0.1,1.1,,,,0.828872002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499896",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.45,-148.8333,0.093154313,0.1,1.14,,,,0.817143096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499897",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.45,-148.5,0.038317938,0.1,0.26,,,,1.473766857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499899",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.4667,-141.6167,0.118859477,0.1,1.71,,,,0.695084659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499900",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.4833,-148.0833,0.042590381,0.1,0.31,,,,1.373883272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naidu,2000,"Naidu, A Sathy; Cooper, Lee W; Finney, Bruce P; Macdonald, Robie W; Alexander, Clark; Semiletov, Igor P (2000): (Table 1) Organic geochemistry of sediment samples from sea-floor of the Beaufort Sea, Lena, and Mackenzie rivers. PANGAEA, https://doi.org/10.1594/PANGAEA.499901",https://doi.pangaea.de/10.1594/PANGAEA.712053,Pangaea,70.5,-149.9667,0.09364456,0.1,1.15,,,,0.814300522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
