Author,Date,Atwood/ Original Reference,Alternate Ref / Link,Source,Latitude,Longitude,C Stock (Mg km-2),Depth (m),TOC %,TC%,TOC (Non %),Units,Dry Bulk Density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.575,-79.355,8189.16527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5717,-79.37628362,10219.69625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.57,-154.11,1886.94931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.565,-79.5,8967.32277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5633,-65.7275,6948.75618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5633,-79.3222,8713.08307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5617,-79.5,5744.50785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.56,-79.3167,7585.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5567,-79.3,7973.28407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5567,-79.3223,9798.2741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5567,-79.44977832,5111.82497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5567,-79.5,9364.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.555,-79.2667,9750.70738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.555,-79.5,8401.33229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5483,-79.97174421,8295.6991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.548,-80,7585.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5467,-79.5,13904.6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.545,-79.3333,8081.70325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5433,-79.333,9315.4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5417,-79.5,7753.45021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5417,-79.5,8401.33229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5383,-79.4667,8815.36276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5383,-79.5,9558.87704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5383,-79.5,9845.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5367,-79.333,10127.05573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5367,-79.5,8453.81936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5333,-79.4593,10033.84915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5317,-79.5,12380.44504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.53,-79.33,10448.89782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.53,-152.9,6768.2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5283,-79.5,9364.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5233,-79.45419991,6768.2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5233,-79.5,6270.25511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5233,-79.5,9017.59712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5217,-79.5,10403.32611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5133,-79.5,10764.2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5117,-79.333,7184.74593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5117,-79.4592,8027.61518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5117,-79.5167,7808.79328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.505,-79.459,19748.44377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.505,-87.88981941,4889.145705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5033,-79.5,7242.94139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5,-155.5,5111.82497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.5,-159.067,1886.94931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setier,2004,Setier_et_al_2004_https://doi.org/10.1594/PANGAEA.199835_Pangaea,"Seiter, Katherina; Hensen, Christian; Schröter, Jürgen; Zabel, Matthias (2004): Total organic carbon content in surface sediments, a compilation from different sources. PANGAEA, https://doi.org/10.1594/PANGAEA.199835, In supplement to: Seiter, K et al. (2004): Organic carbon content in surface sediments-defining regional provinces. Deep Sea Research Part I: Oceanographic Research Papers, 51(12), 2001-2026, https://doi.org/10.1016/j.dsr.2004.06.014",Atwood 2020,69.4933,-79.4591,5184.6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
